text,label
"средний медперсонал Терехова перепутал результаты анализов, что привело к неверному лечению, о чем никто не предупредил заранее",3
"хирург Сафронов перепутал результаты анализов, что привело к неверному лечению, хотя запись была заранее",3
"окулист Лисицын перепутал данные из моей карты с чужими, что было довольно неожиданно",2
"Персонал стационар проявил заботу, которой я честно не ожидал",1
"акушерка Novikov перепутал данные из моей карты с чужими, несмотря на предварительный звонок",2
"невропатолог Уланов перепутал данные из моей карты с чужими, хотя формально это входило в обязанности персонала",2
"Персонал травмпункт проявил терпение, хотя вопросов у меня было немало",1
"Персонал станцию скорой помощи не торопился реагировать на вопросы пациентов, и это стало полной неожиданностью для всех присутствующих",2
"лечащий врач назначил обследование, не уточнив, есть ли в этом необходимость, и это стало полной неожиданностью для всех присутствующих",2
"В неврологический кабинет перепутали медицинские карты двух пациентов, как и в прошлый раз",3
"В терапевтическое отделение перепутали медицинские карты двух пациентов, как и в прошлый раз",3
"В зале ожидания приемный покой было тесно и душно почти весь день, что было довольно неожиданно",2
"Отношение к пожилым пациентам в терапевтическое отделение действительно уважительное, и это стало полной неожиданностью для всех присутствующих",1
"В реанимационное отделение забыли внести меня в список записанных на прием, хотя запись была заранее",2
"В приемный покой перепутали медицинские карты двух пациентов, и это стало полной неожиданностью для всех присутствующих",3
"В стоматологическая клиника закончился нужный расходный материал в самый неподходящий момент, как и в прошлый раз",2
"Персонал стоматологическая клиника проявил заботу, которой я честно не ожидал, хотя запись была заранее",1
"врач-анестезиолог назначил обследование, не уточнив, есть ли в этом необходимость, что было довольно неожиданно",2
"Пациентов принимали не по очереди, а как получится",2
"В женская консультация произошел серьезный технический сбой оборудования во время процедуры, как и в прошлый раз",3
"В станцию скорой помощи забыли внести меня в список записанных на прием, что было довольно неожиданно",2
"После процедуры в эндокринологический центр началось сильное ухудшение состояния, о чем никто не предупредил заранее",3
"В эндокринологический центр наконец нашли время подробно ответить на все мои вопросы, несмотря на предварительный звонок",1
"Персонал неврологический кабинет проявил терпение, хотя вопросов у меня было немало, о чем никто не предупредил заранее",1
"Прием у окулист Митрофанова прошел лучше, чем я ожидал, хотя запись была заранее",1
хирург Novikov не уточнил про противопоказания перед назначением,2
"средний медперсонал по ошибке провел не ту манипуляцию, которая была назначена, и это стало полной неожиданностью для всех присутствующих",3
"врач-гинеколог Ветрова сам перезвонил, чтобы уточнить, как прошло восстановление, как и в прошлый раз",1
"средний медперсонал по ошибке провел не ту манипуляцию, которая была назначена, несмотря на предварительный звонок",3
"акушерка Сафронов перепутал данные из моей карты с чужими, несмотря на предварительный звонок",2
"педиатр Пахомов не отреагировал вовремя на жалобы, состояние резко ухудшилось, о чем никто не предупредил заранее",3
"Врач Novikov нашёл подход даже к капризному ребёнку, за что низкий поклон, что было довольно неожиданно",1
"В процедурный кабинет было очень шумно, сложно было расслышать рекомендации врача, что было довольно неожиданно",2
"медицинская сестра Фомичева сам перезвонил, чтобы уточнить, как прошло восстановление",1
"невропатолог Игнатов не отреагировал вовремя на жалобы, состояние резко ухудшилось, и это стало полной неожиданностью для всех присутствующих",3
"хирург Митрофанова перепутал данные из моей карты с чужими, о чем никто не предупредил заранее",2
"В детское отделение было очень шумно, сложно было расслышать рекомендации врача",2
"Прием у стоматолог Королева прошел лучше, чем я ожидал",1
В стационар не хватило необходимых расходных материалов при экстренной ситуации,3
"стоматолог Игнатов говорил обрывками, толком ничего не разъяснил, и это стало полной неожиданностью для всех присутствующих",2
"врач-гинеколог Митрофанова не уточнил про противопоказания перед назначением, о чем никто не предупредил заранее",2
В поликлинику произошел серьезный технический сбой оборудования во время процедуры,3
"заведующий отделением Сафронов не отреагировал вовремя на жалобы, состояние резко ухудшилось, хотя формально это входило в обязанности персонала",3
"В офтальмологический кабинет произошел серьезный технический сбой оборудования во время процедуры, как и в прошлый раз",3
"лечащий врач Novikov не уточнил про противопоказания перед назначением, что было довольно неожиданно",2
"Персонал станцию скорой помощи проявил заботу, которой я честно не ожидал, и это стало полной неожиданностью для всех присутствующих",1
"После процедуры в регистратуру началось сильное ухудшение состояния, хотя формально это входило в обязанности персонала",3
"Прием у медицинская сестра Щукина прошел лучше, чем я ожидал, о чем никто не предупредил заранее",1
"медбрат держался отстраненно, будто вопросы пациента ему мешают, о чем никто не предупредил заранее",2
"Прием у врач-анестезиолог Уланов прошел лучше, чем я ожидал, как и в прошлый раз",1
медбрат Терехова перепутал данные из моей карты с чужими,2
"В процедурный кабинет забыли внести меня в список записанных на прием, хотя формально это входило в обязанности персонала",2
"медбрат проигнорировал результаты, указывающие на серьезную угрозу здоровью, хотя формально это входило в обязанности персонала",3
"В ЛОР-кабинет закончился нужный расходный материал в самый неподходящий момент, несмотря на предварительный звонок",2
доктор Журавлев перепутал данные из моей карты с чужими,2
"Понравилось, что хирург не назначил лишних анализов, а сразу перешел к делу, о чем никто не предупредил заранее",1
"стоматолог Сафронов провел осмотр внимательно и без спешки, хотя запись была заранее",1
"акушерка Щукина не уточнил про противопоказания перед назначением, хотя запись была заранее",2
"врач-анестезиолог Есипова не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"средний медперсонал назначил обследование, не уточнив, есть ли в этом необходимость, хотя запись была заранее",2
"дежурный доктор посоветовал недорогой, но эффективный вариант лечения, и это стало полной неожиданностью для всех присутствующих",1
"средний медперсонал Митрофанова говорил обрывками, толком ничего не разъяснил, как и в прошлый раз",2
"Атмосфера в офтальмологический кабинет спокойная, персонал не создает лишней суеты, несмотря на предварительный звонок",1
"Персонал кардиологический центр проявил заботу, которой я честно не ожидал, хотя запись была заранее",1
"средний медперсонал Данилевский не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"В травмпункт не хватило необходимых расходных материалов при экстренной ситуации, хотя запись была заранее",3
"Атмосфера в диагностическую лабораторию спокойная, персонал не создает лишней суеты, о чем никто не предупредил заранее",1
"участковый терапевт Уланов сам перезвонил, чтобы уточнить, как прошло восстановление",1
"В станцию скорой помощи перепутали направление, пришлось разбираться на месте, о чем никто не предупредил заранее",2
"Врач Королева нашёл подход даже к капризному ребёнку, за что низкий поклон",1
"В терапевтическое отделение не хватило необходимых расходных материалов при экстренной ситуации, о чем никто не предупредил заранее",3
В детская поликлиника закончился нужный расходный материал в самый неподходящий момент,2
"Медсестра сделала замечание при других пациентах, было неловко, хотя запись была заранее",2
"санитарка Есипова перепутал результаты анализов, что привело к неверному лечению, как и в прошлый раз",3
"Прием у педиатр Зимина прошел лучше, чем я ожидал",1
"В терапевтическое отделение предложили альтернативу без лишних затрат, за что отдельное спасибо, как и в прошлый раз",1
"В ЛОР-кабинет предложили альтернативу без лишних затрат, за что отдельное спасибо",1
"Персонал ЛОР-кабинет проявил заботу, которой я честно не ожидал, несмотря на предварительный звонок",1
"доктор Абрамов провел осмотр внимательно и без спешки, что было довольно неожиданно",1
"В хирургическое отделение произошел серьезный технический сбой оборудования во время процедуры, и это стало полной неожиданностью для всех присутствующих",3
"врач-анестезиолог Ветрова перепутал данные из моей карты с чужими, о чем никто не предупредил заранее",2
"хирург Харитонов говорил обрывками, толком ничего не разъяснил",2
"Персонал эндокринологический центр проявил терпение, хотя вопросов у меня было немало, несмотря на предварительный звонок",1
"В диагностическую лабораторию пациенту стало плохо, а вызов дежурного врача задержался на долгое время, о чем никто не предупредил заранее",3
В зале ожидания терапевтическое отделение было тесно и душно почти весь день,2
"доктор Ветрова говорил обрывками, толком ничего не разъяснил, хотя формально это входило в обязанности персонала",2
"Атмосфера в диагностическую лабораторию спокойная, персонал не создает лишней суеты, хотя формально это входило в обязанности персонала",1
"доктор Зимина перепутал результаты анализов, что привело к неверному лечению, что было довольно неожиданно",3
лечащий врач Журавлев не уточнил про противопоказания перед назначением,2
окулист Королева перепутал данные из моей карты с чужими,2
"хирург посоветовал недорогой, но эффективный вариант лечения, несмотря на предварительный звонок",1
"Персонал кабинет физиотерапии проявил заботу, которой я честно не ожидал",1
"доктор Абрамов провел осмотр внимательно и без спешки, хотя запись была заранее",1
"окулист Оськина перепутал данные из моей карты с чужими, как и в прошлый раз",2
"реаниматолог Харитонов говорил обрывками, толком ничего не разъяснил, хотя запись была заранее",2
"средний медперсонал Рогова сам перезвонил, чтобы уточнить, как прошло восстановление, несмотря на предварительный звонок",1
"Отдельно отмечу вежливость администратора при оформлении документов, несмотря на предварительный звонок",1
"врач-анестезиолог Абрамов говорил обрывками, толком ничего не разъяснил, хотя запись была заранее",2
"В женская консультация перепутали направление, пришлось разбираться на месте, что было довольно неожиданно",2
"Отношение к пожилым пациентам в регистратуру действительно уважительное, что было довольно неожиданно",1
"доктор Фомичева сам перезвонил, чтобы уточнить, как прошло восстановление, о чем никто не предупредил заранее",1
"дежурный доктор Лисицын не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"врач-анестезиолог Игнатов перепутал результаты анализов, что привело к неверному лечению, и это стало полной неожиданностью для всех присутствующих",3
В онкологический диспансер закончился нужный расходный материал в самый неподходящий момент,2
"В женская консультация закончился нужный расходный материал в самый неподходящий момент, как и в прошлый раз",2
"хирург Игнатов перепутал данные из моей карты с чужими, о чем никто не предупредил заранее",2
В диагностическую лабораторию не хватило необходимых расходных материалов при экстренной ситуации,3
"врач-гинеколог Рогова перепутал данные из моей карты с чужими, как и в прошлый раз",2
"медицинская сестра Пахомов сам перезвонил, чтобы уточнить, как прошло восстановление, хотя формально это входило в обязанности персонала",1
"Персонал терпеливо объяснил маме, как ухаживать за ребенком после выписки, хотя запись была заранее",1
"В кардиологический центр пациенту стало плохо, а вызов дежурного врача задержался на долгое время",3
"В хирургию перепутали медицинские карты двух пациентов, о чем никто не предупредил заранее",3
"участковый терапевт назначил обследование, не уточнив, есть ли в этом необходимость, о чем никто не предупредил заранее",2
"В поликлинику произошел серьезный технический сбой оборудования во время процедуры, как и в прошлый раз",3
"Ребенка приняли вне очереди, увидев, что состояние требует внимания, и это стало полной неожиданностью для всех присутствующих",1
"Отношение к пожилым пациентам в онкологический диспансер действительно уважительное, что было довольно неожиданно",1
"В онкологический диспансер забыли внести меня в список записанных на прием, хотя запись была заранее",2
"Весь процесс от записи до выписки занял на удивление мало времени, о чем никто не предупредил заранее",1
"В женская консультация не хватило необходимых расходных материалов при экстренной ситуации, хотя формально это входило в обязанности персонала",3
"В поликлинику забыли внести меня в список записанных на прием, как и в прошлый раз",2
"В станцию скорой помощи не хватило необходимых расходных материалов при экстренной ситуации, хотя формально это входило в обязанности персонала",3
"Прием у педиатр Есипова прошел лучше, чем я ожидал",1
"Атмосфера в урологическое отделение спокойная, персонал не создает лишней суеты, что было довольно неожиданно",1
"врач-анестезиолог Лисицын провел осмотр внимательно и без спешки, несмотря на предварительный звонок",1
"заведующий отделением Игнатов перепутал результаты анализов, что привело к неверному лечению, как и в прошлый раз",3
"В стационар перепутали направление, пришлось разбираться на месте, о чем никто не предупредил заранее",2
"В станцию скорой помощи пациенту стало плохо, а вызов дежурного врача задержался на долгое время, и это стало полной неожиданностью для всех присутствующих",3
"В диагностическую лабораторию было очень шумно, сложно было расслышать рекомендации врача, несмотря на предварительный звонок",2
"В реанимационное отделение закончился нужный расходный материал в самый неподходящий момент, и это стало полной неожиданностью для всех присутствующих",2
"дежурный доктор Игнатов говорил обрывками, толком ничего не разъяснил, и это стало полной неожиданностью для всех присутствующих",2
"Прием у заведующий отделением Оськина прошел лучше, чем я ожидал, как и в прошлый раз",1
"доктор Щукина не отреагировал вовремя на жалобы, состояние резко ухудшилось, что было довольно неожиданно",3
"доктор Ветрова говорил обрывками, толком ничего не разъяснил, о чем никто не предупредил заранее",2
"В кабинет физиотерапии предложили альтернативу без лишних затрат, за что отдельное спасибо",1
"Прием у врач-гинеколог Лисицын прошел лучше, чем я ожидал",1
"После процедуры в неврологический кабинет началось сильное ухудшение состояния, несмотря на предварительный звонок",3
"Врач подробно расписал, чего ожидать от процедуры, страх ушел сразу, хотя формально это входило в обязанности персонала",1
"санитарка держался отстраненно, будто вопросы пациента ему мешают, как и в прошлый раз",2
"После лечения в станцию скорой помощи самочувствие заметно улучшилось уже через неделю, хотя формально это входило в обязанности персонала",1
"стоматолог Митрофанова сам перезвонил, чтобы уточнить, как прошло восстановление, хотя запись была заранее",1
"врач-анестезиолог проигнорировал результаты, указывающие на серьезную угрозу здоровью",3
доктор Королева не уточнил про противопоказания перед назначением,2
"В стационар перепутали направление, пришлось разбираться на месте",2
"доктор Митрофанова не отреагировал вовремя на жалобы, состояние резко ухудшилось, как и в прошлый раз",3
"окулист Игнатов говорил обрывками, толком ничего не разъяснил, несмотря на предварительный звонок",2
"фельдшер скорой помощи Пахомов провел осмотр внимательно и без спешки, как и в прошлый раз",1
"В кардиологический центр забыли внести меня в список записанных на прием, хотя запись была заранее",2
"врач-гинеколог Абрамов говорил обрывками, толком ничего не разъяснил, и это стало полной неожиданностью для всех присутствующих",2
"В кабинет физиотерапии перепутали направление, пришлось разбираться на месте",2
"главный врач Игнатов перепутал результаты анализов, что привело к неверному лечению, о чем никто не предупредил заранее",3
"Врач Novikov нашёл подход даже к капризному ребёнку, за что низкий поклон, о чем никто не предупредил заранее",1
"стоматолог держался отстраненно, будто вопросы пациента ему мешают",2
После лечения в травмпункт самочувствие заметно улучшилось уже через неделю,1
"участковый терапевт Митрофанова не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"Оборудование жизнеобеспечения в реанимации вышло из строя в критический момент, хотя формально это входило в обязанности персонала",3
"медицинская сестра Щукина перепутал результаты анализов, что привело к неверному лечению",3
"стоматолог Харитонов перепутал данные из моей карты с чужими, несмотря на предварительный звонок",2
"Атмосфера в травмпункт спокойная, персонал не создает лишней суеты",1
"медицинская сестра посоветовал недорогой, но эффективный вариант лечения, несмотря на предварительный звонок",1
"реаниматолог Харитонов сам перезвонил, чтобы уточнить, как прошло восстановление, как и в прошлый раз",1
"В неврологический кабинет забыли внести меня в список записанных на прием, хотя запись была заранее",2
"акушерка Терехова перепутал результаты анализов, что привело к неверному лечению, что было довольно неожиданно",3
"Прием у окулист Рогова прошел лучше, чем я ожидал, и это стало полной неожиданностью для всех присутствующих",1
участковый терапевт Харитонов провел осмотр внимательно и без спешки,1
"акушерка Фомичева не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"Прием у участковый терапевт Митрофанова прошел лучше, чем я ожидал, и это стало полной неожиданностью для всех присутствующих",1
"В процедурный кабинет было очень шумно, сложно было расслышать рекомендации врача, несмотря на предварительный звонок",2
"фельдшер скорой помощи Игнатов сам перезвонил, чтобы уточнить, как прошло восстановление, несмотря на предварительный звонок",1
"медбрат Сафронов перепутал данные из моей карты с чужими, о чем никто не предупредил заранее",2
"После лечения в кабинет физиотерапии самочувствие заметно улучшилось уже через неделю, как и в прошлый раз",1
"Прием у медицинская сестра Фомичева прошел лучше, чем я ожидал",1
"доктор проигнорировал результаты, указывающие на серьезную угрозу здоровью, что было довольно неожиданно",3
"Персонал дневной стационар не торопился реагировать на вопросы пациентов, и это стало полной неожиданностью для всех присутствующих",2
"Врач Зимина нашёл подход даже к капризному ребёнку, за что низкий поклон",1
"заведующий отделением Щукина сам перезвонил, чтобы уточнить, как прошло восстановление, несмотря на предварительный звонок",1
"окулист посоветовал недорогой, но эффективный вариант лечения, о чем никто не предупредил заранее",1
"В реанимационное отделение не хватило необходимых расходных материалов при экстренной ситуации, хотя запись была заранее",3
"стоматолог назначил обследование, не уточнив, есть ли в этом необходимость, как и в прошлый раз",2
"дежурный доктор Рогова сам перезвонил, чтобы уточнить, как прошло восстановление, хотя формально это входило в обязанности персонала",1
"Обещанного звонка с результатами так и не последовало, о чем никто не предупредил заранее",2
"В офтальмологический кабинет произошел серьезный технический сбой оборудования во время процедуры, хотя формально это входило в обязанности персонала",3
"В офтальмологический кабинет было очень шумно, сложно было расслышать рекомендации врача, о чем никто не предупредил заранее",2
После процедуры в кардиологический центр началось сильное ухудшение состояния,3
"медицинская сестра Есипова не отреагировал вовремя на жалобы, состояние резко ухудшилось",3
"Атмосфера в процедурный кабинет спокойная, персонал не создает лишней суеты, и это стало полной неожиданностью для всех присутствующих",1
"Прием у фельдшер скорой помощи Ветрова прошел лучше, чем я ожидал, и это стало полной неожиданностью для всех присутствующих",1
"Пациентку не приняли своевременно, пришлось искать помощь в другом месте",3
"медбрат Сафронов не уточнил про противопоказания перед назначением, хотя запись была заранее",2
В станцию скорой помощи перепутали медицинские карты двух пациентов,3
"Персонал инфекционную больницу проявил терпение, хотя вопросов у меня было немало",1
"санитарка Оськина говорил обрывками, толком ничего не разъяснил, и это стало полной неожиданностью для всех присутствующих",2
"В стоматологическая клиника пациенту стало плохо, а вызов дежурного врача задержался на долгое время, несмотря на предварительный звонок",3
"В хирургию не хватило необходимых расходных материалов при экстренной ситуации, хотя формально это входило в обязанности персонала",3
"В зале ожидания реанимационное отделение было тесно и душно почти весь день, хотя формально это входило в обязанности персонала",2
"дежурный доктор Рогова говорил обрывками, толком ничего не разъяснил, несмотря на предварительный звонок",2
"фельдшер скорой помощи Лисицын не отреагировал вовремя на жалобы, состояние резко ухудшилось, и это стало полной неожиданностью для всех присутствующих",3
"невропатолог Щукина перепутал результаты анализов, что привело к неверному лечению, что было довольно неожиданно",3
"В кардиологический центр не хватило необходимых расходных материалов при экстренной ситуации, хотя формально это входило в обязанности персонала",3
"врач-анестезиолог Сафронов перепутал результаты анализов, что привело к неверному лечению",3
"акушерка держался отстраненно, будто вопросы пациента ему мешают, о чем никто не предупредил заранее",2
"фельдшер скорой помощи Митрофанова не отреагировал вовремя на жалобы, состояние резко ухудшилось, о чем никто не предупредил заранее",3
"В детское отделение наконец нашли время подробно ответить на все мои вопросы, несмотря на предварительный звонок",1
"В процедурный кабинет перепутали направление, пришлось разбираться на месте, о чем никто не предупредил заранее",2
"В инфекционную больницу предложили альтернативу без лишних затрат, за что отдельное спасибо, о чем никто не предупредил заранее",1
"дежурный доктор Novikov не уточнил про противопоказания перед назначением, как и в прошлый раз",2
В приемный покой забыли внести меня в список записанных на прием,2
"Персонал хирургию не торопился реагировать на вопросы пациентов, о чем никто не предупредил заранее",2
"После процедуры в станцию скорой помощи началось сильное ухудшение состояния, и это стало полной неожиданностью для всех присутствующих",3
"Врач Фомичева нашёл подход даже к капризному ребёнку, за что низкий поклон, как и в прошлый раз",1
"Понравилось, что средний медперсонал не назначил лишних анализов, а сразу перешел к делу, хотя формально это входило в обязанности персонала",1
"Понравилось, что реаниматолог не назначил лишних анализов, а сразу перешел к делу, как и в прошлый раз",1
"В детская поликлиника закончился нужный расходный материал в самый неподходящий момент, хотя запись была заранее",2
"участковый терапевт Уланов не уточнил про противопоказания перед назначением, о чем никто не предупредил заранее",2
"Отношение к пожилым пациентам в приемное отделение действительно уважительное, что было довольно неожиданно",1
"В диагностическую лабораторию закончился нужный расходный материал в самый неподходящий момент, и это стало полной неожиданностью для всех присутствующих",2
"дежурный доктор Митрофанова не отреагировал вовремя на жалобы, состояние резко ухудшилось, и это стало полной неожиданностью для всех присутствующих",3
"невропатолог Терехова провел осмотр внимательно и без спешки, о чем никто не предупредил заранее",1
"хирург Оськина перепутал результаты анализов, что привело к неверному лечению, о чем никто не предупредил заранее",3
"стоматолог Журавлев говорил обрывками, толком ничего не разъяснил, хотя запись была заранее",2
"педиатр Зимина говорил обрывками, толком ничего не разъяснил",2
"хирург Есипова провел осмотр внимательно и без спешки, хотя формально это входило в обязанности персонала",1
"В зале ожидания кардиологический центр было тесно и душно почти весь день, и это стало полной неожиданностью для всех присутствующих",2
"Персонал терпеливо объяснил маме, как ухаживать за ребенком после выписки, что было довольно неожиданно",1
"врач-анестезиолог Сафронов провел осмотр внимательно и без спешки, как и в прошлый раз",1
"акушерка Фомичева говорил обрывками, толком ничего не разъяснил",2
"В неврологический кабинет перепутали направление, пришлось разбираться на месте, о чем никто не предупредил заранее",2
"реаниматолог Лисицын не отреагировал вовремя на жалобы, состояние резко ухудшилось, как и в прошлый раз",3
"заведующий отделением Королева провел осмотр внимательно и без спешки, и это стало полной неожиданностью для всех присутствующих",1
"После лечения в станцию скорой помощи самочувствие заметно улучшилось уже через неделю, о чем никто не предупредил заранее",1
"врач-анестезиолог посоветовал недорогой, но эффективный вариант лечения",1
